x	y	type	ai	info	cplx	Nxy_ai	log_confidence	infOrt	trueOrt	isOrtOk	sign	partial_correlation
00000010000000000000000000001000000	Fli1	Procr	N	Cdh5,Kdr	4.64627	8.60942	3934	-3.96315	0	NA	NA	NA	NA
00000000001000000000000000000010000	Gfi1	Sox17	N	Myb	2.07063	6.07313	3934	-4.0025	0	NA	NA	NA	NA
00000010000000000000010000000000000	Fli1	Lyl1	N	Tal1,Pecam1	5.31799	9.36141	3934	-4.04342	0	NA	NA	NA	NA
00000000000000000110000000000000000	Kdr	Kit	N	Fli1,Cdh5	4.41509	8.47217	3934	-4.05708	0	NA	NA	NA	NA
00010000000000000000001000000000000	Ets1	Mecom	N	Notch1,Meis1	6.41275	10.4739	3934	-4.06115	0	NA	NA	NA	NA
00000100000000000000000001000000000	Etv6	Myb	N	Tal1	1.64873	5.71257	3934	-4.06384	0	NA	NA	NA	NA
00000000000010000000000000000000100	HbbbH1	Tal1	N	Itga2b,Gfi1b	4.99557	9.0919	3934	-4.09633	0	NA	NA	NA	NA
00000000000000000000000000000101000	Runx1	Sox7	N	Mitf	2.16624	6.27841	3934	-4.11217	0	NA	NA	NA	NA
00000000000000001000000000001000000	Itga2b	Procr	N	Pecam1	2.0655	6.17834	3934	-4.11284	0	NA	NA	NA	NA
00011000000000000000000000000000000	Ets1	Ets2	N	Sox7	0.150635	4.26983	3934	-4.119195	0	NA	NA	NA	NA
00000000100000000000001000000000000	FoxO4	Mecom	N	Sox17	0.768141	4.89389	3934	-4.125749	0	NA	NA	NA	NA
00001000000000000000000000000000010	Ets2	Tbx20	N	Sox7	0.298554	4.43361	3934	-4.135056	0	NA	NA	NA	NA
10000000000000000000000000000100000	Cdh1	Runx1	N	Lmo2	1.746	5.91654	3934	-4.17054	0	NA	NA	NA	NA
00000100000000001000000000000000000	Etv6	Itga2b	N	Fli1	1.67645	5.8621	3934	-4.18565	0	NA	NA	NA	NA
00000001000010000000000000000000000	FoxH1	HbbbH1	N	Gata1	0.614096	4.80369	3934	-4.189594	0	NA	NA	NA	NA
00000000000000000001000000010000000	Ldb1	Pecam1	N	Tal1	0.915853	5.11754	3934	-4.201687	0	NA	NA	NA	NA
00000000000000000000000000000010010	Sox17	Tbx20	N	Sox7	2.1462	6.39332	3934	-4.24712	0	NA	NA	NA	NA
00000000000001000010000000000000000	Hhex	Kit	N	Fli1,Cdh5	4.71954	9.02167	3934	-4.30213	0	NA	NA	NA	NA
00000001000000000000000001000000000	FoxH1	Myb	N	Gfi1b	0.799943	5.10557	3934	-4.305627	0	NA	NA	NA	NA
00000100001000000000000000000000000	Etv6	Gfi1	N	Sox7	1.05344	5.37929	3934	-4.32585	0	NA	NA	NA	NA
00100000000000000000001000000000000	Egfl7	Mecom	N	Notch1	1.54189	5.89489	3934	-4.353	0	NA	NA	NA	NA
00000000100000000000000001000000000	FoxO4	Myb	N	Gfi1b	0.222336	4.59548	3934	-4.373144	0	NA	NA	NA	NA
00000000001000000100000000000000000	Gfi1	Kdr	N	Sox7	1.26147	5.63629	3934	-4.37482	0	NA	NA	NA	NA
00000010000000000000000100000000000	Fli1	Meis1	N	Tbx20	1.97987	6.36835	3934	-4.38848	0	NA	NA	NA	NA
00000000100001000000000000000000000	FoxO4	Hhex	N	Sox7	0.339586	4.73949	3934	-4.399904	0	NA	NA	NA	NA
00010000100000000000000000000000000	Ets1	FoxO4	N	Sox7	0.24415	4.67365	3934	-4.4295	0	NA	NA	NA	NA
00000001000000000000000000000001000	FoxH1	Sox7	N	Gfi1b	0.774912	5.23771	3934	-4.462798	0	NA	NA	NA	NA
00000000000000000010000000000010000	Kit	Sox17	N	Lmo2	1.54239	6.01474	3934	-4.47235	0	NA	NA	NA	NA
00000000000000001000000000000000010	Itga2b	Tbx20	N	Gata1,Notch1,HbbbH1	13.6011	18.0751	3934	-4.474	0	NA	NA	NA	NA
00000010000100000000000000000000000	Fli1	Gfi1b	N	Myb	1.7443	6.25283	3934	-4.50853	0	NA	NA	NA	NA
00000000000000000001000000001000000	Ldb1	Procr	N	Kdr	0.570806	5.08944	3934	-4.518634	0	NA	NA	NA	NA
10000000000000000000000010000000000	Cdh1	Mitf	N	Cdh5	1.5339	6.05283	3934	-4.51893	0	NA	NA	NA	NA
01000000000000000000000000100000000	Cdh5	Notch1	N	Sox7,Kdr,Ets1,Meis1	18.3815	22.9036	3934	-4.5221	0	NA	NA	NA	NA
00000010000000000100000000000000000	Fli1	Kdr	N	Cdh5,Cdh1,Hhex,Tal1,Sox7	18.8942	23.4194	3934	-4.5252	0	NA	NA	NA	NA
00000000000000000001000000000000001	Ldb1	Tbx3	N	Gfi1b	0.854157	5.3934	3934	-4.539243	0	NA	NA	NA	NA
00010000000000000010000000000000000	Ets1	Kit	N	Fli1	1.32016	5.88468	3934	-4.56452	0	NA	NA	NA	NA
00000000000000000001000000000000100	Ldb1	Tal1	N	Cdh1,Notch1	3.60113	8.18051	3934	-4.57938	0	NA	NA	NA	NA
00000000000100000001000000000000000	Gfi1b	Ldb1	N	Tal1,Runx1	3.41216	8.01218	3934	-4.60002	0	NA	NA	NA	NA
00100000000000001000000000000000000	Egfl7	Itga2b	N	Cdh5	1.28513	5.88673	3934	-4.6016	0	NA	NA	NA	NA
00000000001000000000000000000000010	Gfi1	Tbx20	N	Sox7	1.30274	5.93643	3934	-4.63369	0	NA	NA	NA	NA
10000000000000000000000000000001000	Cdh1	Sox7	N	Tal1	1.06045	5.71203	3934	-4.65158	0	NA	NA	NA	NA
00000000000000000010000000000001000	Kit	Sox7	N	Cdh5	0.94553	5.60119	3934	-4.65566	0	NA	NA	NA	NA
00000000000010000000000000001000000	HbbbH1	Procr	N	Kdr	1.38485	6.06538	3934	-4.68053	0	NA	NA	NA	NA
00000000001000000000000000000000100	Gfi1	Tal1	N	Itga2b	0.710102	5.40515	3934	-4.695048	0	NA	NA	NA	NA
00000000000000000001000001000000000	Ldb1	Myb	N	Gfi1b	0.571481	5.28051	3934	-4.709029	0	NA	NA	NA	NA
00000000000000000011000000000000000	Kit	Ldb1	N	Tal1	0.353334	5.06309	3934	-4.709756	0	NA	NA	NA	NA
00010000000010000000000000000000000	Ets1	HbbbH1	N	Notch1	1.51774	6.29249	3934	-4.77475	0	NA	NA	NA	NA
00000010000000000000000010000000000	Fli1	Mitf	N	Ets1	1.44159	6.24411	3934	-4.80252	0	NA	NA	NA	NA
01000000000100000000000000000000000	Cdh5	Gfi1b	N	Ets1	1.38348	6.20247	3934	-4.81899	0	NA	NA	NA	NA
00000000001000000000000000100000000	Gfi1	Notch1	N	Cdh5	0.99696	5.81888	3934	-4.82192	0	NA	NA	NA	NA
00000000000001000000000000000010000	Hhex	Sox17	N	Sox7,Cdh5,Notch1	12.0144	16.8623	3934	-4.8479	0	NA	NA	NA	NA
00000000001001000000000000000000000	Gfi1	Hhex	N	Cdh5	0.904279	5.7684	3934	-4.864121	0	NA	NA	NA	NA
00000000000000000000000010000010000	Mitf	Sox17	N	Gata1	1.37082	6.26972	3934	-4.8989	0	NA	NA	NA	NA
11000000000000000000000000000000000	Cdh1	Cdh5	N	Fli1,Tal1	3.06309	7.9675	3934	-4.90441	0	NA	NA	NA	NA
00000000000000000000010001000000000	Lyl1	Myb	N	Gfi1b,Tal1,Runx1	9.63765	14.5456	3934	-4.90795	0	NA	NA	NA	NA
01000000000000000000000000000100000	Cdh5	Runx1	N	Lmo2	1.43761	6.34632	3934	-4.90871	0	NA	NA	NA	NA
00000000001000000000100000000000000	Gfi1	Lmo2	N	Cdh5	1.10678	6.02137	3934	-4.91459	0	NA	NA	NA	NA
00010000000000000000000000010000000	Ets1	Pecam1	N	Fli1,Egfl7	5.61989	10.5518	3934	-4.93191	0	NA	NA	NA	NA
00100000001000000000000000000000000	Egfl7	Gfi1	N	Sox7	0.579731	5.514	3934	-4.934269	0	NA	NA	NA	NA
10000000000000000000000000000000010	Cdh1	Tbx20	N	Cdh5	1.17573	6.11457	3934	-4.93884	0	NA	NA	NA	NA
00010000000000000000010000000000000	Ets1	Lyl1	N	Tal1	0.863452	5.82969	3934	-4.966238	0	NA	NA	NA	NA
00000000000000000000000000001000001	Procr	Tbx3	N	Kdr	1.0143	6.00375	3934	-4.98945	0	NA	NA	NA	NA
01000000000000000000000000000000010	Cdh5	Tbx20	N	Sox7	1.15133	6.14574	3934	-4.99441	0	NA	NA	NA	NA
00000000000000000000000000000100100	Runx1	Tal1	N	Gfi1b,Sox17	4.41517	9.45623	3934	-5.04106	0	NA	NA	NA	NA
00000000000000001000100000000000000	Itga2b	Lmo2	N	Tal1	0.286011	5.33877	3934	-5.052759	0	NA	NA	NA	NA
00000000000100000010000000000000000	Gfi1b	Kit	N	Tal1	0.541007	5.59867	3934	-5.057663	0	NA	NA	NA	NA
01000000000000000001000000000000000	Cdh5	Ldb1	N	Ets1	0.140199	5.19811	3934	-5.057911	0	NA	NA	NA	NA
00000000000000000000000000000000101	Tal1	Tbx3	N	Gata1	0.987078	6.05987	3934	-5.072792	0	NA	NA	NA	NA
00000000000000000000000000001010000	Procr	Sox17	N	Cdh5	1.29363	6.3713	3934	-5.07767	0	NA	NA	NA	NA
00000000000000000000010000000000010	Lyl1	Tbx20	N	Tbx3	1.37124	6.48254	3934	-5.1113	0	NA	NA	NA	NA
00000000000000000010000000100000000	Kit	Notch1	N	Cdh5	0.537317	5.68791	3934	-5.150593	0	NA	NA	NA	NA
00000000000000000000010100000000000	Lyl1	Meis1	N	Itga2b	1.11653	6.32172	3934	-5.20519	0	NA	NA	NA	NA
00100000000000000000000000000000001	Egfl7	Tbx3	N	Notch1	0.906847	6.12971	3934	-5.222863	0	NA	NA	NA	NA
00000000000000000000000110000000000	Meis1	Mitf	N	Notch1	1.16885	6.39659	3934	-5.22774	0	NA	NA	NA	NA
00100000000000000000000010000000000	Egfl7	Mitf	N	Cdh5	0.526329	5.77093	3934	-5.244601	0	NA	NA	NA	NA
00000000011000000000000000000000000	Gata1	Gfi1	N	Myb	0.68438	5.92925	3934	-5.24487	0	NA	NA	NA	NA
00000000000001000000000001000000000	Hhex	Myb	N	Kit	0.790449	6.06695	3934	-5.276501	0	NA	NA	NA	NA
00000000000000000010000010000000000	Kit	Mitf	N	Sox7	0.716059	6.0208	3934	-5.304741	0	NA	NA	NA	NA
00000000000010000000000000000100000	HbbbH1	Runx1	N	Gfi1b,Gata1	3.95889	9.28281	3934	-5.32392	0	NA	NA	NA	NA
00000100010000000000000000000000000	Etv6	Gata1	N	Tbx20	0.565747	5.89153	3934	-5.325783	0	NA	NA	NA	NA
01000000000000000000000000000010000	Cdh5	Sox17	N	Sox7,Fli1,Notch1,Itga2b,Meis1	28.3877	33.725	3934	-5.3373	0	NA	NA	NA	NA
00000000000000000000100000010000000	Lmo2	Pecam1	N	Tal1,Cdh5	3.47327	8.83613	3934	-5.36286	0	NA	NA	NA	NA
00000000000010000100000000000000000	HbbbH1	Kdr	N	Sox7	0.792902	6.16372	3934	-5.370818	0	NA	NA	NA	NA
00100000000000000000000000001000000	Egfl7	Procr	N	Cdh5,Kdr,Notch1	8.45601	13.9112	3934	-5.45519	0	NA	NA	NA	NA
00000000000000000000100000000000001	Lmo2	Tbx3	N	Tbx20	1.08493	6.54059	3934	-5.45566	0	NA	NA	NA	NA
00000000000000000000000000000100001	Runx1	Tbx3	N	Tbx20	0.834268	6.31777	3934	-5.483502	0	NA	NA	NA	NA
00000000000000000000010000000001000	Lyl1	Sox7	N	Tal1	0.259919	5.74452	3934	-5.484601	0	NA	NA	NA	NA
00000000000001000000000010000000000	Hhex	Mitf	N	Sox7	0.805926	6.29285	3934	-5.486924	0	NA	NA	NA	NA
00000000100000000000000000000001000	FoxO4	Sox7	N	Gfi1b,Fli1	0.921026	6.42789	3934	-5.506864	0	NA	NA	NA	NA
01000000000000000000000010000000000	Cdh5	Mitf	N	Sox7	0.663994	6.17358	3934	-5.509586	0	NA	NA	NA	NA
00100000000000000000000000010000000	Egfl7	Pecam1	N	Cdh5,Fli1	3.422	8.9613	3934	-5.5393	0	NA	NA	NA	NA
00000010000000000000000000000000001	Fli1	Tbx3	N	Cdh5	0.275397	5.81673	3934	-5.541333	0	NA	NA	NA	NA
00000010000000000000000000000100000	Fli1	Runx1	N	Gfi1b	0.299432	5.84247	3934	-5.543038	0	NA	NA	NA	NA
00000100000000000000000000000000001	Etv6	Tbx3	N	Cdh5	0.0623137	5.62484	3934	-5.5625263	0	NA	NA	NA	NA
00000010000000000000000000010000000	Fli1	Pecam1	N	Tal1,Cdh5,Kit,Ets1,Kdr	25.071	30.6375	3934	-5.5665	0	NA	NA	NA	NA
10000000000000000000000000100000000	Cdh1	Notch1	N	Cdh5	0.309639	5.88537	3934	-5.575731	0	NA	NA	NA	NA
00000000010000000010000000000000000	Gata1	Kit	N	Myb	0.329516	5.91328	3934	-5.583764	0	NA	NA	NA	NA
00000000000000000000000000000000110	Tal1	Tbx20	N	Lmo2	0.236807	5.84375	3934	-5.606943	0	NA	NA	NA	NA
00000000100000000000000000100000000	FoxO4	Notch1	N	Gfi1b,Fli1	0.88506	6.53116	3934	-5.6461	0	NA	NA	NA	NA
00100000000010000000000000000000000	Egfl7	HbbbH1	N	Notch1	0.454892	6.11479	3934	-5.659898	0	NA	NA	NA	NA
00000000000101000000000000000000000	Gfi1b	Hhex	N	Ets1	0.784417	6.45192	3934	-5.667503	0	NA	NA	NA	NA
00000010000000000000000000100000000	Fli1	Notch1	N	Cdh5,Ets1,Etv6	7.76639	13.4379	3934	-5.67151	0	NA	NA	NA	NA
00000000000000000000000000000010100	Sox17	Tal1	N	Itga2b	0.197158	5.87644	3934	-5.679282	0	NA	NA	NA	NA
00100010000000000000000000000000000	Egfl7	Fli1	N	Cdh5,Kdr,Sox7	7.07874	12.7758	3934	-5.69706	0	NA	NA	NA	NA
00000000000001000000000100000000000	Hhex	Meis1	N	Notch1	0.588267	6.34814	3934	-5.759873	0	NA	NA	NA	NA
00000000000010001000000000000000000	HbbbH1	Itga2b	N	Gfi1b,Sox17,Tbx20	13.1441	18.945	3934	-5.8009	0	NA	NA	NA	NA
10000000000010000000000000000000000	Cdh1	HbbbH1	N	Gfi1b,Gata1	3.9676	9.77263	3934	-5.80503	0	NA	NA	NA	NA
00000000000001001000000000000000000	Hhex	Itga2b	N	Cdh5	0.514603	6.32329	3934	-5.808687	0	NA	NA	NA	NA
00000000000000000010000000000000010	Kit	Tbx20	N	Notch1	0.196168	6.01903	3934	-5.822862	0	NA	NA	NA	NA
00010000010000000000000000000000000	Ets1	Gata1	N	Notch1	0.353309	6.19524	3934	-5.841931	0	NA	NA	NA	NA
00000000000001000000000000000000001	Hhex	Tbx3	N	Kdr	0.460732	6.31825	3934	-5.857518	0	NA	NA	NA	NA
00000000000000000000000010100000000	Mitf	Notch1	N	Tbx20,Gata1	5.13179	11.0055	3934	-5.87371	0	NA	NA	NA	NA
00000000000100000000000010000000000	Gfi1b	Mitf	N	Tbx20,Gata1	4.77623	10.7073	3934	-5.93107	0	NA	NA	NA	NA
00100000000000000000000000000010000	Egfl7	Sox17	N	Notch1,Sox7	4.09023	10.0659	3934	-5.97567	0	NA	NA	NA	NA
00000000000100000000001000000000000	Gfi1b	Mecom	N	Sox17,Gata1	4.25923	10.2377	3934	-5.97847	0	NA	NA	NA	NA
00000000000010000010000000000000000	HbbbH1	Kit	N	Myb	0.0155578	6.05464	3934	-6.0390822	0	NA	NA	NA	NA
00000000000000000000010000000000001	Lyl1	Tbx3	N	Gfi1b	0.234152	6.27626	3934	-6.042108	0	NA	NA	NA	NA
00000000000000000000001000001000000	Mecom	Procr	N	Cdh5,Notch1	4.17655	10.2237	3934	-6.04715	0	NA	NA	NA	NA
00000100000000000000000000010000000	Etv6	Pecam1	N	Cdh5,Cdh1	2.27158	8.32791	3934	-6.05633	0	NA	NA	NA	NA
00000000000000000010010000000000000	Kit	Lyl1	N	Fli1,Pecam1,Cdh1	9.75336	15.9141	3934	-6.16074	0	NA	NA	NA	NA
00000000000000000000100000000100000	Lmo2	Runx1	N	Lyl1	0.0804174	6.24707	3934	-6.1666526	0	NA	NA	NA	NA
00000000000001000000001000000000000	Hhex	Mecom	N	Notch1,Cdh5	3.97242	10.1489	3934	-6.17648	0	NA	NA	NA	NA
00000000000000000000001010000000000	Mecom	Mitf	N	Gata1	0.0245002	6.21146	3934	-6.1869598	0	NA	NA	NA	NA
00000000000000000000000000010000001	Pecam1	Tbx3	N	Gata1	0.0864749	6.35404	3934	-6.2675651	0	NA	NA	NA	NA
00000010000000000001000000000000000	Fli1	Ldb1	N	Cdh1,Notch1	2.24111	8.54498	3934	-6.30387	0	NA	NA	NA	NA
00010000000100000000000000000000000	Ets1	Gfi1b	N	Notch1,Lyl1	3.81619	10.2189	3934	-6.40271	0	NA	NA	NA	NA
00010000000000000000000000000000100	Ets1	Tal1	N	Cdh5,Fli1	1.92815	8.39919	3934	-6.47104	0	NA	NA	NA	NA
00000000000000000000000000100000001	Notch1	Tbx3	N	Tbx20,Sox7,Mecom	11.5621	18.0995	3934	-6.5374	0	NA	NA	NA	NA
00000000000010000000000010000000000	HbbbH1	Mitf	N	Tbx20,Gata1	4.43342	10.9941	3934	-6.56068	0	NA	NA	NA	NA
00000000000000000000001000000001000	Mecom	Sox7	N	Meis1,Sox17,Notch1	11.2457	17.8212	3934	-6.5755	0	NA	NA	NA	NA
00000000000000000000010000001000000	Lyl1	Procr	N	Cdh5,Itga2b	4.04846	10.6435	3934	-6.59504	0	NA	NA	NA	NA
00000010000000000000000000000001000	Fli1	Sox7	N	Cdh5,Hhex,Ets1,Tal1	15.2239	21.8471	3934	-6.6232	0	NA	NA	NA	NA
00000000000000000010000001000000000	Kit	Myb	N	Tal1,Pecam1	3.08972	9.72507	3934	-6.63535	0	NA	NA	NA	NA
00000000000010000000000000000010000	HbbbH1	Sox17	N	Gata1,Gfi1b,Notch1,Itga2b	19.7973	26.5471	3934	-6.7498	0	NA	NA	NA	NA
00000000010000000000010000000000000	Gata1	Lyl1	N	Gfi1b,Tal1	1.87488	8.7877	3934	-6.91282	0	NA	NA	NA	NA
00000110000000000000000000000000000	Etv6	Fli1	N	Cdh5,Cdh1,Kdr,Hhex	11.5662	18.59	3934	-7.0238	0	NA	NA	NA	NA
10100000000000000000000000000000000	Cdh1	Egfl7	N	Fli1,Tal1	2.40069	9.4849	3934	-7.08421	0	NA	NA	NA	NA
00000000000010000000000001000000000	HbbbH1	Myb	N	Gfi1b,Gata1,Itga2b	10.7258	17.8833	3934	-7.1575	0	NA	NA	NA	NA
00010000000000000000000000001000000	Ets1	Procr	N	Cdh5,Kdr,Notch1	7.48518	14.6463	3934	-7.16112	0	NA	NA	NA	NA
00100000000000000100000000000000000	Egfl7	Kdr	N	Cdh5,Sox7,Notch1,Hhex	11.6277	18.9842	3934	-7.3565	0	NA	NA	NA	NA
00010000000000000000000000000000001	Ets1	Tbx3	N	Tbx20,Notch1	3.51874	10.8956	3934	-7.37686	0	NA	NA	NA	NA
01000000010000000000000000000000000	Cdh5	Gata1	N	Notch1,Myb	3.11627	10.5083	3934	-7.39203	0	NA	NA	NA	NA
10000000000100000000000000000000000	Cdh1	Gfi1b	N	Lyl1,Itga2b,Tbx3,Myb	19.9764	27.4643	3934	-7.4879	0	NA	NA	NA	NA
00000000000000000000001000000000010	Mecom	Tbx20	N	Sox7,Gata1	3.02559	10.5429	3934	-7.51731	0	NA	NA	NA	NA
00000000000000000000000001010000000	Myb	Pecam1	N	Lyl1,Itga2b,Tal1	7.31509	14.9032	3934	-7.58811	0	NA	NA	NA	NA
00000000000001000000000000010000000	Hhex	Pecam1	N	Cdh5,Fli1	1.92189	9.59572	3934	-7.67383	0	NA	NA	NA	NA
10000000010000000000000000000000000	Cdh1	Gata1	N	Itga2b,Tbx3,Tal1	6.94046	14.6177	3934	-7.67724	0	NA	NA	NA	NA
00010000000000000000000000000001000	Ets1	Sox7	N	Cdh5,Notch1,Kdr,Tbx20	15.0207	22.7865	3934	-7.7658	0	NA	NA	NA	NA
00000000010000001000000000000000000	Gata1	Itga2b	N	Gfi1b,Tbx20,Runx1,Tal1	12.9548	20.7752	3934	-7.8204	0	NA	NA	NA	NA
10010000000000000000000000000000000	Cdh1	Ets1	N	Kdr,Fli1	2.19786	10.1343	3934	-7.93644	0	NA	NA	NA	NA
00100100000000000000000000000000000	Egfl7	Etv6	N	Kdr,Hhex	1.74967	9.69681	3934	-7.94714	0	NA	NA	NA	NA
00100000000000000000000000000000010	Egfl7	Tbx20	N	Sox7,Tal1	2.04268	10.0235	3934	-7.98082	0	NA	NA	NA	NA
00000000000000000100100000000000000	Kdr	Lmo2	N	Tal1,Cdh5,Sox7	4.31581	12.6005	3934	-8.28469	0	NA	NA	NA	NA
00000000000100000000000000000000001	Gfi1b	Tbx3	N	Tbx20,Gata1,Notch1	9.56661	17.8605	3934	-8.29389	0	NA	NA	NA	NA
00010000000000000000000010000000000	Ets1	Mitf	N	Tbx20,Sox7	2.30264	10.8043	3934	-8.50166	0	NA	NA	NA	NA
00000000000100000100000000000000000	Gfi1b	Kdr	N	Sox7,Lyl1	1.28042	9.85963	3934	-8.57921	0	NA	NA	NA	NA
10000000000000000000000001000000000	Cdh1	Myb	N	Lyl1,Itga2b,Tal1	5.47819	14.2851	3934	-8.80691	0	NA	NA	NA	NA
00000000000000000000000000001001000	Procr	Sox7	N	Cdh5,Kdr,Notch1	4.83121	13.7869	3934	-8.95569	0	NA	NA	NA	NA
00000000000000000000000001100000000	Myb	Notch1	N	Gata1,Tal1	0.878444	9.87977	3934	-9.001326	0	NA	NA	NA	NA
00000000000000000000000100000000001	Meis1	Tbx3	N	Tbx20,HbbbH1,Mecom	9.94506	19.0087	3934	-9.06364	0	NA	NA	NA	NA
00000000000000000000010000000100000	Lyl1	Runx1	N	Gfi1b,Itga2b,Myb,Pecam1	15.7039	24.9966	3934	-9.2927	0	NA	NA	NA	NA
00000000000000000000100000000010000	Lmo2	Sox17	N	Cdh5,Myb	1.54726	11.3989	3934	-9.85164	0	NA	NA	NA	NA
00000000000000001000000001000000000	Itga2b	Myb	N	Gfi1b,Tal1,HbbbH1	4.77671	14.8214	3934	-10.04469	0	NA	NA	NA	NA
01000000000000000000001000000000000	Cdh5	Mecom	N	Meis1,Sox17,Notch1,Lyl1	18.046	28.2013	3934	-10.1553	0	NA	NA	NA	NA
00000000000000000000100100000000000	Lmo2	Meis1	N	Cdh5,Pecam1	0.757791	11.0037	3934	-10.245909	0	NA	NA	NA	NA
00010000000001000000000000000000000	Ets1	Hhex	N	Cdh5,Kdr,Sox7	4.5178	14.9038	3934	-10.386	0	NA	NA	NA	NA
00000000010000000000000000000001000	Gata1	Sox7	N	Notch1,Tbx3,Gfi1b,Sox17	16.69	27.085	3934	-10.395	0	NA	NA	NA	NA
00000000000010000000000100000000000	HbbbH1	Meis1	N	Gata1,Notch1,Itga2b,Cdh1	16.0182	26.814	3934	-10.7958	0	NA	NA	NA	NA
00000000000000000000000000010100000	Pecam1	Runx1	N	Gfi1b,Itga2b,Meis1,Lyl1	14.3426	25.1806	3934	-10.838	0	NA	NA	NA	NA
00000000000000000000000000100010000	Notch1	Sox17	N	Gata1,Cdh5,HbbbH1,Tbx3	17.0404	29.5086	3934	-12.4682	0	NA	NA	NA	NA
00000000000100000000000000000000010	Gfi1b	Tbx20	N	Gata1,HbbbH1,Notch1	4.78113	17.4645	3934	-12.68337	0	NA	NA	NA	NA
00000000000010000000001000000000000	HbbbH1	Mecom	N	Meis1,Gfi1b,Notch1	4.78335	17.5413	3934	-12.75795	0	NA	NA	NA	NA
00000000000010000000000000000000001	HbbbH1	Tbx3	N	Tbx20,Gata1,Notch1	3.78224	18.503	3934	-14.72076	0	NA	NA	NA	NA
00000000000000000000000000100000010	Notch1	Tbx20	N	Sox7,Gata1,Kdr,Gfi1b	8.59067	23.6119	3934	-15.02123	0	NA	NA	NA	NA
00000000010000000000001000000000000	Gata1	Mecom	N	Meis1,Sox17,Notch1,Gfi1b	10.2135	26.9856	3934	-16.7721	0	NA	NA	NA	NA
00000000000010000000000000000001000	HbbbH1	Sox7	N	Gata1,Tbx20,Meis1,Notch1	9.72713	29.2773	3934	-19.55017	0	NA	NA	NA	NA
